Time,Step,EN+1.电压,EN+1.电流,EN+1.功率,EN+2.电压,EN+2.电流,EN+2.功率,{陪测A}EN+1.电压,{陪测A}EN+1.电流,{陪测A}EN+1.功率,{陪测A}EN+2.电压,{陪测A}EN+2.电流,{陪测A}EN+2.功率,485-1_环境温度,485-1_PV温度,485-1_PCS温度,485-1_PV1电压,485-1_PV1-B电流,485-1_PV2电压,485-1_PV2-B电流,485-1_PV3电压,485-1_PV3-B电流,485-1_PV4电压,485-1_PV4-B电流,485-1_PV1深度电流,485-1_PV2深度电流,485-1_PV3深度电流,485-1_PV4深度电流,485-1_PV1深度电流1,485-1_PV2深度电流1,485-1_PV3深度电流1,485-1_PV4深度电流1,485-1_电网电压A,485-1_电网电压B,485-1_电网电压C,485-1_逆变电流A,485-1_逆变电流B,485-1_逆变电流C,485-1_电网主故障码1,485-1_电网主故障码2,485-1_系统主故障码1,485-1_系统主故障码2,485-1_设备主故障码1,485-1_设备主故障码2,485-1_DC/母线主故障码1,485-1_PV侧故障1,485-1_PV侧故障2,485-1_电池主故障码1,485-1_电池主故障码2,485-1_电池主故障码3,485-1_内部故障主故障码1,485-1_内部故障主故障码2,485-1_内部故障主故障码3,485-1_内部故障主故障码4,485-1_告警信息1,判断功率,BAT功率,Result
7时51分58秒,36/79 开始采集,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.04,26.94,25,24.8,25.1,598.6,0,599.3,0,600.1,0,600.1,51.4,0,0,0,0,0,0,0,0,231.6,232.2,230.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,OK
7时51分58秒,36/79 开始采集,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.04,26.94,25,24.8,25.1,598.6,0,599.3,0,600.1,0,600.1,51.4,0,0,0,0,0,0,0,0,231.6,232.2,230.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,OK
7时52分03秒,36/79 开始采集,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.04,26.94,25,24.8,25.1,598.6,0,599.4,0,600.1,0,600.2,51.4,0,0,0,0,0,0,0,0,231.6,232.1,231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,OK
7时52分03秒,36/79 开始采集,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.04,26.94,25,24.8,25.1,598.6,0,599.4,0,600.1,0,600.2,51.4,0,0,0,0,0,0,0,0,231.6,232.1,231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,OK
7时52分08秒,36/79 开始采集,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.04,26.94,25,24.8,25.1,598.6,0,599.4,0,600.1,0,600.2,51.4,0,0,0,0,0,0,0,0,231.6,232.1,231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,OK
7时52分08秒,36/79 开始采集,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.04,26.94,25,24.8,25.1,598.6,0,599.4,0,600.1,0,600.2,51.4,0,0,0,0,0,0,0,0,231.6,232.1,231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,OK
7时52分13秒,43/79 Modbus写入,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.03,15.81,26,24.8,25.1,598.6,0,599.4,0,600.2,0,600.3,51.4,0,0,0,0,0,0,0,0,231.8,232.3,231.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分18秒,43/79 Modbus写入,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.03,15.81,26,24.8,25.1,598.6,0,599.4,0,600.2,0,600.3,51.4,0,0,0,0,0,0,0,0,231.8,232.3,231.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分23秒,44/79 静置,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.03,15.81,26,24.8,25.1,598.7,0,599.4,0,600.2,0,600.3,51.4,0,0,0,0,0,0,0,0,231.8,232.3,231.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分28秒,44/79 静置,599.8,0.03,15.81,599.79,0.05,31.63,599.88,0.03,15.82,599.77,0.03,15.81,26,24.8,25.1,598.7,0,599.4,0,600.2,0,600.3,51.4,0,0,0,0,0,0,0,0,231.8,232.3,231.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分33秒,44/79 静置,599.8,0.03,15.81,599.79,0.05,31.63,600.97,0.03,17.02,599.23,0.03,17.56,26,24.8,25.1,598.8,-0.4,599.4,-0.5,600.3,0,600.4,51.4,0,0,0,0,0,0,0,0,231.6,232.3,231.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分38秒,44/79 静置,599.8,0.03,15.81,599.79,0.05,31.63,600.97,0.03,17.02,599.23,0.03,17.56,26,24.8,25.1,598.8,-0.4,599.4,-0.5,600.3,0,600.4,51.4,0,0,0,0,0,0,0,0,231.6,232.3,231.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分43秒,44/79 静置,599.52,0.03,17.56,599.79,0.04,26.94,599.88,0.03,17.57,599.77,0.03,15.81,26,24.8,25.1,598.9,-0.6,599.4,-0.5,600.3,0,600.4,51.4,0,0,0,0,0,0,0,0,231.7,232.3,231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分48秒,44/79 静置,599.52,0.03,17.56,599.79,0.04,26.94,599.88,0.03,17.57,599.77,0.03,15.81,26,24.8,25.1,598.9,-0.6,599.4,-0.5,600.3,0,600.4,51.4,0,0,0,0,0,0,0,0,231.7,232.3,231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分53秒,44/79 静置,604.73,0.07,43.11,604.44,0.08,50.17,598.24,0.06,36.81,602.24,0.07,39.4,26,24.9,25.1,599.2,-0.5,599.7,-0.5,600.4,0,600.5,51.4,0,0,0,0,0,0,0,0,231.9,232.4,231.4,1.1,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时52分58秒,44/79 静置,604.73,0.07,43.11,604.44,0.08,50.17,598.24,0.06,36.81,602.24,0.07,39.4,26,24.9,25.1,599.2,-0.5,599.7,-0.5,600.4,0,600.5,51.4,0,0,0,0,0,0,0,0,231.9,232.4,231.4,1.1,1.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,OK
7时53分03秒,44/79 静置,597.61,0.07,43.19,603.89,0.09,52.49,603.16,0.04,25.33,601.14,0.06,33.46,27,24.9,25.2,599.5,0,599.8,0,600.4,0,600.5,51.4,0,0,0,0,0,0,0,0,231.8,232.3,231.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分08秒,44/79 静置,597.61,0.07,43.19,603.89,0.09,52.49,603.16,0.04,25.33,601.14,0.06,33.46,27,24.9,25.2,599.5,0,599.8,0,600.4,0,600.5,51.4,0,0,0,0,0,0,0,0,231.8,232.3,231.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分13秒,44/79 静置,598.43,0.42,251.29,600.34,0.47,282,599.88,0.16,96.66,599.77,0.19,113.04,27,25,25.4,598.6,-0.3,599.1,-0.4,600,0,600.2,51.4,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.2,231.8,232.4,231.3,1.9,1.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分18秒,44/79 静置,598.43,0.42,251.29,600.34,0.47,282,599.88,0.16,96.66,599.77,0.19,113.04,27,25,25.4,598.6,-0.3,599.1,-0.4,600,0,600.2,51.4,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.2,231.8,232.4,231.3,1.9,1.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分23秒,44/79 静置,599.8,0.79,476.79,599.79,0.85,509,599.61,0.42,251.79,600.05,0.42,251.97,27,25.1,25.6,598.6,-0.1,599.1,-0.2,599.9,0,600.2,51.4,0.8,0.8,0.3,0.3,0.8,0.8,0.3,0.3,231.7,232.3,231.2,2.5,2.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分28秒,44/79 静置,599.8,0.79,476.79,599.79,0.85,509,599.61,0.42,251.79,600.05,0.42,251.97,27,25.1,25.6,598.6,-0.1,599.1,-0.2,599.9,0,600.2,51.4,0.8,0.8,0.3,0.3,0.8,0.8,0.3,0.3,231.7,232.3,231.2,2.5,2.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分33秒,44/79 静置,599.8,1.17,703.47,600.34,1.22,734.59,599.88,0.59,353.84,599.77,0.62,369.59,27,25.1,25.8,598.6,0,598.9,0,600,0,600.2,51.4,1.1,1.1,0.5,0.5,1.1,1.1,0.5,0.5,231.6,232.2,231.2,3.3,3.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分38秒,44/79 静置,599.8,1.17,703.47,600.34,1.22,734.59,599.88,0.59,353.84,599.77,0.62,369.59,27,25.1,25.8,598.6,0,598.9,0,600,0,600.2,51.4,1.1,1.1,0.5,0.5,1.1,1.1,0.5,0.5,231.6,232.2,231.2,3.3,3.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分43秒,44/79 静置,596.78,1.57,938.3,596.79,1.6,954.04,599.88,0.79,476.86,599.77,0.79,476.77,27,25.2,26,595.6,0.1,595.9,0.1,600,0,600,51.4,1.5,1.5,0.7,0.7,1.5,1.5,0.7,0.7,231.7,232.2,231.3,4.2,4.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分48秒,44/79 静置,596.78,1.57,938.3,596.79,1.6,954.04,599.88,0.79,476.86,599.77,0.79,476.77,27,25.2,26,595.6,0.1,595.9,0.1,600,0,600,51.4,1.5,1.5,0.7,0.7,1.5,1.5,0.7,0.7,231.7,232.2,231.3,4.2,4.1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分53秒,44/79 静置,595.96,1.95,1162.82,595.96,2,1191.35,599.88,0.97,584.06,599.77,0.99,594.5,27,25.4,26.2,594.8,0.2,595.1,0.3,599.9,0,600,51.4,1.9,1.9,0.9,0.9,1.9,1.9,0.9,0.9,231.4,231.9,231,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时53分58秒,44/79 静置,595.96,1.95,1162.82,595.96,2,1191.35,599.88,0.97,584.06,599.77,0.99,594.5,27,25.4,26.2,594.8,0.2,595.1,0.3,599.9,0,600,51.4,1.9,1.9,0.9,0.9,1.9,1.9,0.9,0.9,231.4,231.9,231,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时54分03秒,44/79 静置,595.41,2.35,1400.73,595.15,2.38,1417.54,594.96,1.16,690.83,594.84,1.19,708.7,27,25.5,26.4,594,0.5,594.3,0.4,595.8,0,595.1,51.4,2.3,2.3,1.1,1.1,2.3,2.3,1.1,1.1,232,232.5,231.4,6,5.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时54分08秒,44/79 静置,595.41,2.35,1400.73,595.15,2.38,1417.54,594.96,1.16,690.83,594.84,1.19,708.7,27,25.5,26.4,594,0.5,594.3,0.4,595.8,0,595.1,51.4,2.3,2.3,1.1,1.1,2.3,2.3,1.1,1.1,232,232.5,231.4,6,5.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时54分13秒,44/79 静置,594.32,2.74,1625.67,594.6,2.77,1646.18,594.14,1.37,811.72,594.02,1.37,816.2,27,25.7,26.7,593.3,0.6,593.6,0.6,594,0,594.3,51.4,2.7,2.7,1.3,1.3,2.7,2.7,1.3,1.3,232,232.7,231.5,6.9,6.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时54分18秒,44/79 静置,594.32,2.74,1625.67,594.6,2.77,1646.18,594.14,1.37,811.72,594.02,1.37,816.2,27,25.7,26.7,593.3,0.6,593.6,0.6,594,0,594.3,51.4,2.7,2.7,1.3,1.3,2.7,2.7,1.3,1.3,232,232.7,231.5,6.9,6.8,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,OK
7时54分23秒,44/79 静置,593.77,3.13,1859.01,593.78,3.16,1875.27,593.32,1.56,927.64,593.2,1.57,932.67,28,25.9,26.9,592.5,0.7,592.9,0.9,593.3,0,593.4,51.4,3,3,1.5,1.5,3,3,1.5,1.5,231.4,232.1,230.9,7.9,7.7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时54分28秒,44/79 静置,593.77,3.13,1859.01,593.78,3.16,1875.27,593.32,1.56,927.64,593.2,1.57,932.67,28,25.9,26.9,592.5,0.7,592.9,0.9,593.3,0,593.4,51.4,3,3,1.5,1.5,3,3,1.5,1.5,231.4,232.1,230.9,7.9,7.7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时54分33秒,44/79 静置,592.95,3.51,2082.85,592.96,3.55,2104.31,592.5,1.77,1047.87,592.38,1.78,1052.86,28,26.1,27.2,591.8,1,592.1,0.9,592.4,0,592.6,51.4,3.4,3.4,1.7,1.7,3.4,3.4,1.7,1.7,231.6,232.3,231.1,8.8,8.6,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时54分38秒,44/79 静置,592.95,3.51,2082.85,592.96,3.55,2104.31,592.5,1.77,1047.87,592.38,1.78,1052.86,28,26.1,27.2,591.8,1,592.1,0.9,592.4,0,592.6,51.4,3.4,3.4,1.7,1.7,3.4,3.4,1.7,1.7,231.6,232.3,231.1,8.8,8.6,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时54分43秒,44/79 静置,592.4,3.91,2316.96,592.14,3.95,2337.91,591.68,1.96,1162.55,591.56,1.97,1167.51,28,26.3,27.4,590.9,1.2,591.3,1.1,591.6,0,591.8,51.4,3.8,3.8,1.9,1.9,3.8,3.8,1.9,1.9,231.6,232.4,231.1,9.7,9.6,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时54分48秒,44/79 静置,592.4,3.91,2316.96,592.14,3.95,2337.91,591.68,1.96,1162.55,591.56,1.97,1167.51,28,26.3,27.4,590.9,1.2,591.3,1.1,591.6,0,591.8,51.4,3.8,3.8,1.9,1.9,3.8,3.8,1.9,1.9,231.6,232.4,231.1,9.7,9.6,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时54分53秒,44/79 静置,591.58,4.32,2555.22,591.32,4.34,2564.5,590.86,2.16,1277.5,590.73,2.18,1287.04,28,26.6,27.7,590.1,1.3,590.7,1.3,590.8,0,591,51.4,4.2,4.2,2.1,2.1,4.2,4.2,2.1,2.1,231.6,232.3,231.1,10.7,10.5,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时54分58秒,44/79 静置,591.58,4.32,2555.22,591.32,4.34,2564.5,590.86,2.16,1277.5,590.73,2.18,1287.04,28,26.6,27.7,590.1,1.3,590.7,1.3,590.8,0,591,51.4,4.2,4.2,2.1,2.1,4.2,4.2,2.1,2.1,231.6,232.3,231.1,10.7,10.5,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分04秒,44/79 静置,590.76,4.71,2780.13,590.77,4.73,2794.05,589.76,2.34,1379.95,589.91,2.37,1398.16,28,26.8,28.1,589.4,1.4,589.9,1.6,590,0,590.2,51.4,4.6,4.6,2.3,2.3,4.6,4.6,2.3,2.3,231.6,232.3,231.1,11.7,11.5,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分09秒,44/79 静置,590.76,4.71,2780.13,590.77,4.73,2794.05,589.76,2.34,1379.95,589.91,2.37,1398.16,28,26.8,28.1,589.4,1.4,589.9,1.6,590,0,590.2,51.4,4.6,4.6,2.3,2.3,4.6,4.6,2.3,2.3,231.6,232.3,231.1,11.7,11.5,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分14秒,44/79 静置,589.93,5.11,3012.46,590.23,5.13,3029.52,589.49,2.55,1503.66,589.09,2.57,1513,28,27.2,28.4,588.5,1.7,589.1,1.7,589.1,0,589.3,51.4,5,5,2.5,2.5,5,5,2.5,2.5,231.6,232.3,231.1,12.6,12.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分19秒,44/79 静置,589.93,5.11,3012.46,590.23,5.13,3029.52,589.49,2.55,1503.66,589.09,2.57,1513,28,27.2,28.4,588.5,1.7,589.1,1.7,589.1,0,589.3,51.4,5,5,2.5,2.5,5,5,2.5,2.5,231.6,232.3,231.1,12.6,12.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分24秒,44/79 静置,589.39,5.5,3242.77,589.41,5.53,3258.42,588.12,2.74,1612.17,588,2.76,1624.45,28,27.4,28.8,587.8,2,588.3,1.8,588.3,0,588.5,51.4,5.4,5.4,2.6,2.7,5.4,5.4,2.6,2.7,231.5,232.3,231.2,13.6,13.4,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分29秒,44/79 静置,589.39,5.5,3242.77,589.41,5.53,3258.42,588.12,2.74,1612.17,588,2.76,1624.45,28,27.4,28.8,587.8,2,588.3,1.8,588.3,0,588.5,51.4,5.4,5.4,2.6,2.7,5.4,5.4,2.6,2.7,231.5,232.3,231.2,13.6,13.4,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分34秒,44/79 静置,588.56,5.91,3480.81,588.31,5.93,3490.23,587.58,2.95,1731.75,587.45,2.96,1736.53,28,27.7,29.2,587,2,587.6,2.1,587.5,0,587.6,51.4,5.8,5.8,2.8,2.9,5.8,5.8,2.8,2.9,231.5,232.3,231.3,14.5,14.3,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分39秒,44/79 静置,588.56,5.91,3480.81,588.31,5.93,3490.23,587.58,2.95,1731.75,587.45,2.96,1736.53,28,27.7,29.2,587,2,587.6,2.1,587.5,0,587.6,51.4,5.8,5.8,2.8,2.9,5.8,5.8,2.8,2.9,231.5,232.3,231.3,14.5,14.3,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分44秒,44/79 静置,587.74,6.31,3710.7,587.77,6.33,3720.03,586.76,3.14,1844.5,586.62,3.15,1849.24,28,28.1,29.6,586.2,2.2,586.8,2.3,586.6,0,586.8,51.4,6.2,6.1,3,3.1,6.2,6.1,3,3.1,231.6,232.4,231.5,15.5,15.2,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分49秒,44/79 静置,587.74,6.31,3710.7,587.77,6.33,3720.03,586.76,3.14,1844.5,586.62,3.15,1849.24,28,28.1,29.6,586.2,2.2,586.8,2.3,586.6,0,586.8,51.4,6.2,6.1,3,3.1,6.2,6.1,3,3.1,231.6,232.4,231.5,15.5,15.2,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分54秒,44/79 静置,586.92,6.72,3942.8,586.95,6.73,3949.84,586.21,3.35,1964.15,585.26,3.36,1964.95,28,28.5,30,585.5,2.4,586.1,2.5,585.8,0,586,51.4,6.6,6.5,3.2,3.3,6.6,6.5,3.2,3.3,231.8,232.5,231.5,16.4,16.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时55分59秒,44/79 静置,586.92,6.72,3942.8,586.95,6.73,3949.84,586.21,3.35,1964.15,585.26,3.36,1964.95,28,28.5,30,585.5,2.4,586.1,2.5,585.8,0,586,51.4,6.6,6.5,3.2,3.3,6.6,6.5,3.2,3.3,231.8,232.5,231.5,16.4,16.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时56分04秒,44/79 静置,586.1,7.13,4179.95,586.13,7.14,4183.02,585.12,3.54,2071.33,584.71,3.56,2083.59,28,28.9,30.3,584.6,2.6,585.3,2.6,584.9,0,585.1,51.4,7,6.9,3.4,3.5,7,6.9,3.4,3.5,232.2,232.9,231.9,17.3,17.1,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时56分09秒,44/79 静置,586.1,7.13,4179.95,586.13,7.14,4183.02,585.12,3.54,2071.33,584.71,3.56,2083.59,28,28.9,30.3,584.6,2.6,585.3,2.6,584.9,0,585.1,51.4,7,6.9,3.4,3.5,7,6.9,3.4,3.5,232.2,232.9,231.9,17.3,17.1,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,OK
7时56分14秒,44/79 静置,585.28,7.53,4406.72,585.31,7.54,4413.8,584.84,3.74,2188.59,583.89,3.76,2195.84,29,29.3,30.6,583.9,2.7,584.6,2.8,584,0,584.2,51.4,7.4,7.3,3.6,3.7,7.4,7.3,3.6,3.7,231.8,232.5,231.7,18.3,18.1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分19秒,44/79 静置,585.28,7.53,4406.72,585.31,7.54,4413.8,584.84,3.74,2188.59,583.89,3.76,2195.84,29,29.3,30.6,583.9,2.7,584.6,2.8,584,0,584.2,51.4,7.4,7.3,3.6,3.7,7.4,7.3,3.6,3.7,231.8,232.5,231.7,18.3,18.1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分24秒,44/79 静置,584.45,7.93,4635.68,584.49,7.94,4640.49,583.2,3.94,2296.36,583.06,3.97,2313.47,29,29.7,30.9,583.1,2.9,583.8,3,583.3,0,583.4,51.4,7.7,7.7,3.8,3.9,7.8,7.7,3.8,3.9,231.9,232.7,231.9,19.3,19,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分29秒,44/79 静置,584.45,7.93,4635.68,584.49,7.94,4640.49,583.2,3.94,2296.36,583.06,3.97,2313.47,29,29.7,30.9,583.1,2.9,583.8,3,583.3,0,583.4,51.4,7.7,7.7,3.8,3.9,7.8,7.7,3.8,3.9,231.9,232.7,231.9,19.3,19,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分34秒,44/79 静置,583.91,8.33,4864.55,583.94,8.34,4868.25,582.38,4.15,2414.27,582.52,4.16,2423.93,29,30.1,31.2,582.3,3.2,583,3.1,582.3,0,582.6,51.4,8.2,8.1,4,4.1,8.2,8.1,4,4.1,231.6,232.4,231.6,20.2,20,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分39秒,44/79 静置,583.91,8.33,4864.55,583.94,8.34,4868.25,582.38,4.15,2414.27,582.52,4.16,2423.93,29,30.1,31.2,582.3,3.2,583,3.1,582.3,0,582.6,51.4,8.2,8.1,4,4.1,8.2,8.1,4,4.1,231.6,232.4,231.6,20.2,20,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分44秒,44/79 静置,583.08,8.74,5097.43,583.12,8.75,5100.58,581.56,4.35,2528.43,581.42,4.37,2538.61,29,30.4,31.5,581.5,3.3,582.2,3.3,581.5,0,581.7,51.4,8.6,8.5,4.2,4.3,8.6,8.5,4.2,4.3,231.8,232.6,231.8,21.2,20.9,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分49秒,44/79 静置,583.08,8.74,5097.43,583.12,8.75,5100.58,581.56,4.35,2528.43,581.42,4.37,2538.61,29,30.4,31.5,581.5,3.3,582.2,3.3,581.5,0,581.7,51.4,8.6,8.5,4.2,4.3,8.6,8.5,4.2,4.3,231.8,232.6,231.8,21.2,20.9,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分54秒,44/79 静置,582.26,9.15,5329.63,582.3,9.16,5334.52,581.02,4.55,2642.94,580.6,4.58,2656.35,29,30.7,31.9,580.7,3.4,581.4,3.6,580.6,0,580.9,51.4,9,8.9,4.4,4.5,9,8.9,4.4,4.5,231.6,232.3,231.5,22.2,21.9,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时56分59秒,44/79 静置,582.26,9.15,5329.63,582.3,9.16,5334.52,581.02,4.55,2642.94,580.6,4.58,2656.35,29,30.7,31.9,580.7,3.4,581.4,3.6,580.6,0,580.9,51.4,9,8.9,4.4,4.5,9,8.9,4.4,4.5,231.6,232.3,231.5,22.2,21.9,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时57分04秒,44/79 静置,581.44,9.58,5572.52,581.21,9.57,5560.62,579.92,4.75,2755.2,579.78,4.78,2769.8,29,31,32.2,579.9,3.6,580.7,3.7,579.8,0,579.9,51.4,9.4,9.3,4.6,4.7,9.4,9.3,4.6,4.7,232.1,232.7,232,23.1,22.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时57分09秒,44/79 静置,581.44,9.58,5572.52,581.21,9.57,5560.62,579.92,4.75,2755.2,579.78,4.78,2769.8,29,31,32.2,579.9,3.6,580.7,3.7,579.8,0,579.9,51.4,9.4,9.3,4.6,4.7,9.4,9.3,4.6,4.7,232.1,232.7,232,23.1,22.8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时57分14秒,44/79 静置,580.62,9.99,5797.68,580.66,9.99,5798.09,579.1,4.96,2870.06,578.96,4.98,2884.03,29,31.3,32.7,579.1,3.9,579.9,3.9,578.9,0,579.1,51.4,9.8,9.7,4.8,4.9,9.8,9.7,4.8,4.9,231.8,232.6,231.8,24.1,23.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时57分19秒,44/79 静置,580.62,9.99,5797.68,580.66,9.99,5798.09,579.1,4.96,2870.06,578.96,4.98,2884.03,29,31.3,32.7,579.1,3.9,579.9,3.9,578.9,0,579.1,51.4,9.8,9.7,4.8,4.9,9.8,9.7,4.8,4.9,231.8,232.6,231.8,24.1,23.8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
7时57分24秒,44/79 静置,579.8,10.4,6032.37,579.84,10.4,6027.72,578.28,5.15,2979.5,578.13,5.19,3000.76,29,31.7,33.1,578.3,4,579.1,4.2,578.1,0,578.2,51.4,10.2,10.1,5,5.1,10.2,10.1,5,5.1,231.8,232.7,231.9,25,24.7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,OK
